img_id,caption_id,caption,caption_ru
560637,351251,There is a horse standing by some grass.,Лошадь стоит у травы.
431521,757343,"A llama looks at the camera from a fenced in, grassy area.",Лама смотрит в камеру с огороженной травянистой территории.
204670,585062,A vase with a painted of a man and a horse on the side of it.,Ваза с изображением мужчины и лошади на боку.
122825,591391,An animal standing on the side of a grass covered field.,"Животное стоит на краю поля, покрытого травой."
369081,582653,A group of horses are grazing in the field.,Группа лошадей пасется в поле.
261918,747143,A horse feeding in the middle of the grass.,Лошадь кормится посреди травы.
51309,86297,Small horse standing behind a large group of horses eating.,Маленькая лошадь стоит позади большой группы лошадей и ест.
129637,790835,Horse figurines next to walk on a table.,Фигурки лошадей рядом с прогулкой по столу.
269932,295487,A toy horse sits atop a red wooden chair,Игрушечная лошадь сидит на красном деревянном стуле
272961,354348,A large horse studding next to a baby horse.,Большая лошадь шипует рядом с маленькой лошадью.
416960,590817,A sheet cake with a farm scene on top of it.,Листовой пирог со сценой на ферме.
495825,675597,Farm field for grazing featured near snow covered mountains.,Фермерское поле для выпаса скота рядом с заснеженными горами.
60856,579776,A lone horse walks through a desert plain.,Одинокая лошадь идет по пустынной равнине.
150098,774684,A horse standing in the grass in a fenced in area.,Лошадь стоит в траве на огороженной территории.
74460,737980,a couple of horses grazing on some green grass,пара лошадей пасется на зеленой траве
345209,74335,A baby horse drinking milk from it's mother.,Детеныш лошади пьет молоко своей матери.
294814,361982,Two horses drinking water from a trough in front of a building.,Две лошади пьют воду из корыта перед зданием.
460682,701597,a horse that is laying down in a field,"лошадь, которая лежит в поле"
30645,160062,An horse without a saddle or bridle faces the camera.,Лошадь без седла и уздечки смотрит в камеру.
364586,381198,A black horse that is tied up eating grass.,Привязанная черная лошадь ест траву.
474762,91530,A picture of four wild horses in a forest.,Картина четырех диких лошадей в лесу.
435334,109461,horses grazing on a lush green field surrounded by trees.,лошади пасутся на пышном зеленом поле в окружении деревьев.
274091,82454,"A street with brick lined buildings, British flags and a clock tower.","Улица с кирпичными домами, британскими флагами и башней с часами."
369849,302077,Three horse grazing on grass near a street sign.,Три лошади пасутся на траве возле уличного знака.
264110,75705,A stuffed animal sleeping in a miniature bed under a blanket.,Игрушка спит в миниатюрной кровати под одеялом.
242342,102662,Two horses running in a grassy field together,Две лошади вместе бегут по травянистому полю
504256,490279,A rams head is on a multi-colored shelf.,Голова барана на разноцветной полке.
471415,113364,White sheep grazing in a grass pasture near stone walls.,Белые овцы пасутся на травяном пастбище возле каменных стен.
487631,363872,Photo taken from inside a car showing lamb in the street.,"Фотография сделана из машины, на которой изображен ягненок на улице."
238039,663694,there is a goat that has a leash on,коза на поводке
23937,701648,a small sheep is laying in a field,маленькая овца лежит в поле
402626,102307,A dog chasing several sheep through a pasture.,Собака гоняется за несколькими овцами через пастбище.
434060,88246,A herd of sheep grazing in a grass covered field.,Стадо овец пасется на покрытом травой поле.
251768,608783,The sheep are walking on the grass near a stream.,Овцы идут по траве возле ручья.
24207,792715,A shaggy haired sheep looking up in a field.,Лохматая овца смотрит в поле.
389566,610865,"The encompassing of an outside town in the picture.
",Окружение внешнего города на картине.
474881,624019,Horned mountain goats enjoying green grass next to the snow,Рогатые горные козлы наслаждаются зеленой травой рядом со снегом
572408,305022,A cow standing in a field with a smaller cow.,Корова стоит в поле с меньшей коровой.
442539,597844,A bunch of sheep are standing in a field,Куча овец стоит в поле
206473,354224,Six sheep stand close together near a grassy hill.,Шесть овец стоят близко друг к другу возле травянистого холма.
557346,14473,A bunch of animals in a grassy area.,Куча животных в травянистой местности.
383039,95290,A horned ram and a sheep grazing in a fenced field.,Рогатый баран и овца пасутся на огороженном поле.
51844,100328,four lambs grazing in a fenced in pasture,четыре ягненка пасутся на огороженном пастбище
503431,755422,Sheep and rams grazing on a stony hillside.,Овцы и бараны пасутся на каменистом склоне.
361123,114119,A sheep in the snow with other sheep around him.,Овца в снегу с другими овцами вокруг него.
32587,456194,Sheep grazing on grasses on mound on nice day.,Овцы пасутся на траве на кургане в хороший день.
437931,640543,A herd of sheep standing on top of a grass covered field.,Стадо овец стоит на покрытом травой поле.
467776,34446,A mother and it's calf standing in a field.,Мать и теленок стоят в поле.
550422,53324,A flock of sheep are grazing in their pasture.,Стадо овец пасется на пастбище.
517795,198562,two sheep next to a wooden structure behind a fence,две овцы рядом с деревянной конструкцией за забором
393203,628372,some sheep eating grass in front of a rock,несколько овец едят траву перед скалой
185530,168129,A lush green hillside covered in cows grazing.,"Пышный зеленый склон, покрытый пасущимися коровами."
3932,516493,A small lamb with a blue rope tied around its head.,Маленький ягненок с синей веревкой на голове.
321705,463040,A herd of sheep standing on top of a lush green field grazing.,Стадо овец пасется на пышном зеленом поле.
546556,781117,A group of sheep that are in the grass.,Группа овец в траве.
442149,534805,Two sheep grazing the field in a mountainous area.,Две овцы пасутся на поле в гористой местности.
503490,261166,A lamb standing next to a very tall building.,Ягненок стоит рядом с очень высоким зданием.
59393,222807,a couple of sheep walking across a grass covered field.,"пара овец, идущих по покрытому травой полю."
191533,101378,Two sheep grazing in a green field with trees in the background.,Две овцы пасутся в зеленом поле с деревьями на заднем плане.
567535,195547,Several calves graze and wander around a snowy field.,Несколько телят пасутся и бродят по заснеженному полю.
360986,92402,A bull is cleaning its balls next to a rock.,Бык чистит свои яйца рядом с камнем.
22596,672975,a cow standing by a tree and looking at other cows,корова стоит у дерева и смотрит на других коров
535950,563091,A couple of cows on a dirt road.,Пара коров на грунтовой дороге.
374100,544197,Two cows in a field looking at the camera.,Две коровы в поле смотрят в камеру.
237566,111229,Two black cows grazing in a grassy field,Две черные коровы пасутся на травянистом поле
254555,645952,A water buffalo grazes on tall grass while an egret stands by.,"Водяной буйвол пасется на высокой траве, а цапля стоит рядом."
310618,326535,A cow attempting to get water from a leaking pipe.,Корова пытается набрать воды из протекающей трубы.
42875,794749,A cow is laying in the grass next to the water.,Корова лежит в траве у воды.
488979,26791,A herd of cattle standing on a pasture next to green crops.,Стадо крупного рогатого скота стоит на пастбище рядом с зелеными культурами.
316112,158226,A huge group of scattered out sheep are in the field.,Огромная группа разбросанных овец в поле.
92145,480808,Some very pretty brown cows eating near a fence.,Несколько очень красивых коричневых коров едят возле забора.
312306,14848,Various animals graze in a pasture surrounded by woods.,"Различные животные пасутся на пастбище, окруженном лесом."
443101,472951,Two cows are in a mountainside field with snow-covered mountains in the background.,Две коровы на склоне горы на фоне заснеженных гор.
576564,776174,a couple of cows stand on some grass,пара коров стоит на траве
213961,597283,Two cows walking along the sand dunes at a beach.,Две коровы гуляют по песчаным дюнам на пляже.
164497,274698,Adult and baby buffalo graze on a plain.,Взрослый буйвол и его детеныш пасутся на равнине.
545958,671544,A cow standing outside of a white building with a blue entrance.,Корова стоит возле белого здания с синим входом.
523137,300575,A bird watches a cow eating grass in a field,"Птица наблюдает, как корова ест траву в поле"
393840,222631,A herd of wild animals grazing on green grass next to a lake.,Стадо диких животных пасется на зеленой траве рядом с озером.
129416,792878,A group of cows grazing in a field near a body of water.,Группа коров пасется в поле возле водоема.
35976,654832,the animal is laying down in the grass,животное лежит в траве
361268,346464,A cow grazing on the grass on the side of a side walk.,Корова пасется на траве на обочине тротуара.
77360,533774,a white cow walking down the street next to some motorcycles,белая корова идет по улице рядом с мотоциклами
339512,412522,Dairy cows line up against a barber wire fence to graze the sweeter grass.,"Молочные коровы выстраиваются в очередь у забора из парикмахерской, чтобы пастись на более сладкой траве."
167193,414371,Two cows are head butting each other in the pasture.,Две коровы бодаются друг друга на пастбище.
116095,639064,There are four brown and white cows in a row and a couple more behind them.,"В ряд идут четыре коричневых и белых коровы, а за ними еще пара."
60687,159027,A brown cow lays down in the grass,Коричневая корова лежит в траве
343629,296300,A brown and white cow lying in a green pasture.,Коричневая и белая корова лежит на зеленом пастбище.
87444,154871,A cow sitting in a penn inside of a building.,Корова сидит в загоне внутри здания.
321578,761216,the back end of a cow at a feeding station,задняя часть коровы на станции кормления
539784,644822,A large herd of sheep are grazing by the busy road.,У оживленной дороги пасется большое стадо овец.
530941,505099,A group of cattle laying on top of a dirt barn.,Группа крупного рогатого скота лежит на крыше грязного сарая.
224093,67036,A field with a bunch of cows grazing.,"Поле, где пасется стадо коров."
185837,360540,A baby elephant plays in the water next to an adult one,Слоненок играет в воде рядом со взрослым
66800,488445,A elephant that is standing in the grass.,"Слон, который стоит в траве."
108326,741718,A large painting of zebras and hogs standing next to deer.,"Большая картина зебр и свиней, стоящих рядом с оленями."
84643,1164,An elephant walking around its enclosure at the zoo.,Слон гуляет по своему вольеру в зоопарке.
485219,226721,A baby elephant standing next to a small watering hole.,Слоненок стоит рядом с небольшим водопоем.
394288,150688,There is a close up photo of an elephants face wearing a garment,фотография крупным планом лица слона в одежде.
384333,153540,A small elephant standing next to a bush.,Маленький слон стоит рядом с кустом.
568131,314633,This elephant is walking through grass near rocks.,Этот слон идет по траве возле скал.
268375,109658,A herd of gray elephants standing next to each other on a block of cement.,Стадо серых слонов стоит рядом друг с другом на бетонном блоке.
108864,339290,Two elephants cross tusks in confrontation in a field,Два слона скрещивают бивни в противостоянии в поле
483275,175913,A group of elephants with one elephant raising it's trunk and dust and dirt coming up behind it.,"Группа слонов, один из которых поднимает хобот, а за ним поднимается пыль и грязь."
345499,561051,An elephant in a pool of water near the bank,Слон в луже воды у берега
83547,741489,A small elephant standing next to a tree stump.,Маленький слон стоит рядом с пнем.
232244,241707,An elegant with a red shawl draped on top of it.,"Элегантный с красной шалью, накинутой поверх него."
410344,29095,A large elephant walking next to a fallen tree.,Большой слон идет рядом с упавшим деревом.
21338,439874,An elephant walks through the grass of a field.,Слон идет по траве поля.
108338,454108,Two elephants are standing by the trees in the wild.,Два слона стоят у деревьев в дикой природе.
31569,579782,"Two zebra stand near an elephant, and a herd of water buffalo.",Две зебры стоят рядом со слоном и стадом водяных буйволов.
476300,685124,Several elephants walking in the dirt near grass.,Несколько слонов ходят по грязи возле травы.
94538,219262,Three elephants and a zebra standing outdoors together.,Три слона и зебра вместе стоят на улице.
25191,689647,there are two elephants that are walking in the wild together,два слона вместе гуляют по дикой природе
69928,590059,A statue of an elephant hanging off the side of a building.,"Статуя слона, свисающая со стены здания."
125160,119670,A rear view mirror shows an elephant walking down the road.,"Зеркало заднего вида показывает слона, идущего по дороге."
384718,457932,An elephant is standing outside of the water while the others are inside.,"Слон стоит вне воды, а остальные внутри."
259625,464091,An elephant messing with a tree trunk.,Слон возится со стволом дерева.
493284,627352,A group of adult and young elephants walking.,Группа взрослых и молодых слонов на прогулке.
569096,22832,an elephant walks alone through some bushy grassland,слон гуляет в одиночестве по каким-то густым лугам
439781,367520,Elephants stand together along a wall in a zoo.,Слоны стоят вместе вдоль стены в зоопарке.
359135,414469,Two elephants playing with each other and interlocking their tusks.,Два слона играют друг с другом и сцепляются бивнями.
535156,145862,A large elephant scratching it's back on the side of a pole.,Большой слон чешет спину о шест.
43448,72362,A baby and adult elephant are standing by large rocks.,Детеныш и взрослый слон стоят у больших камней.
501790,466166,An elephant is standing near a pond full of water.,"Слон стоит возле пруда, полного воды."
519461,579416,a couple of elephants are standing in a pin,пара слонов стоит в булавке
96960,318742,A large white polar bear swimming in a pool of blue water.,Большой белый полярный медведь плавает в бассейне с голубой водой.
11364,523448,A black bear walking across a lush green field.,Черный медведь идет по пышному зеленому полю.
11552,300552,a bear walking in the woods next to some trees,медведь гуляет по лесу рядом с деревьями
254479,108108,a little bear standing between a couple of tree branches,маленький медвежонок стоит между парой ветвей дерева
328499,781146,A brown bear cub and a raccoon eating berries in the woods.,Бурый медвежонок и енот едят ягоды в лесу.
325664,153439,A large brown bear swimming in a river.,Большой бурый медведь плавает в реке.
431727,148529,A pair of bears climb up in a tree.,Пара медведей взбирается на дерево.
44250,512657,A polar bear dives off a rock into a river.,Белый медведь ныряет со скалы в реку.
530226,150767,A large white polar bear walking through the snow.,Большой белый медведь идет по снегу.
288592,688667,a couple of bears walking across a field.,пара медведей идет по полю.
407019,652318,A polar bear is walking around the water,Белый медведь ходит по воде
165500,776128,a couple of animals walk through the grass,пара животных гуляет по траве
326369,217837,A large polar bear on a toy ice pond in a zoo.,Большой белый медведь на игрушечном ледяном пруду в зоопарке.
563683,8889,A bear in the woods standing on a log.,Медведь в лесу стоит на бревне.
482071,17490,Furry bear walking in a thick grassy area.,Пушистый медведь гуляет по густой траве.
436936,352160,A black animal walking around a green forest.,Черное животное гуляет по зеленому лесу.
527625,664347,Brown bear walking down the walk way of a public park area.,Бурый медведь идет по дорожке в общественном парке.
344744,397517,A brown bear walking along the waters edge,Бурый медведь идет вдоль кромки воды
409646,136603,A large black bear walking across a grass covered field.,Большой черный медведь идет по покрытому травой полю.
168562,540596,Small brown bears by a large log in their zoo enclosure,Маленькие бурые медведи у большого бревна в вольере зоопарка
121876,56752,A polar bear stands over an orange disc in his enclosure.,Белый медведь стоит над оранжевым диском в своем вольере.
514396,364940,Photo of a cat stuck high up in a tree.,"Фотография кота, застрявшего высоко на дереве."
413871,382752,A large brown bear on a rock slab.,Большой бурый медведь на скале.
215939,674939,A black bear is walking through the field,Черный медведь идет по полю
194352,109839,A baby brown bear standing on it's hind legs.,Бурый медвежонок стоит на задних лапах.
6437,245419,A polar bear licking its paw while grooming.,Белый медведь облизывает лапу во время ухода.
114419,528402,A large brown bear standing next to a large river.,Большой бурый медведь стоит рядом с большой рекой.
28957,680901,a black bear holding onto a tree as he reaches for a coconut with his mouth,"черный медведь, держащийся за дерево, тянется ртом к кокосу"
98197,660644,A young black bear moves across a grassy field.,Молодой черный медведь идет по травянистому полю.
539678,559876,There is a bear sitting by itself on the grass.,Медведь сидит один на траве.
77118,807512,A bear that is walking in the water.,"Медведь, который ходит по воде."
558181,786597,A couple of brown bears standing on a log.,Пара бурых медведей стоит на бревне.
285089,452270,A black bear balances on a wooden fence,Черный медведь балансирует на деревянном заборе
204381,763452,The white polar bear is standing near a tree branch.,Белый полярный медведь стоит возле ветки дерева.
423810,438470,A few Zebras are standing in the wild together.,Несколько зебр вместе стоят в дикой природе.
135037,15667,A zebra and boar running through a field.,Зебра и кабан бегут по полю.
256091,489688,A group of zebras standing around in the desert.,Группа зебр стоит в пустыне.
20147,130195,A mother zebra with a baby zebra as it nurses off her tit.,"Мать-зебра с детенышем зебры, кормящим ее грудью."
264268,541581,The zebras are following the cars for food.,Зебры преследуют автомобили в поисках еды.
134167,887,Zebra sleeping on the ground next to standing zebra.,Зебра спит на земле рядом со стоящей зеброй.
416193,424097,A field full of zebras and giraffes at a zoo.,"Поле, полное зебр и жирафов в зоопарке."
38825,798293,Two Zebras grazing together in a grassy area.,Две зебры пасутся вместе в травянистой местности.
276852,455620,A zebra that is bent over eating grass.,"Зебра, склонившаяся над поеданием травы."
359751,504734,A group of zebra standing on top of a lush green field.,Группа зебр стоит на пышном зеленом поле.
426297,514983,The zebra is wondering about the shadow that he sees.,"Зебра интересуется тенью, которую он видит."
257214,769797,A group of zebras that are standing in the dirt.,"Группа зебр, стоящих в грязи."
367329,306813,two zebras are standing next to each other in their pen,две зебры стоят рядом в загоне
461339,507587,Two zebras and a giraffe in a zoo enclosure.,Две зебры и жираф в вольере зоопарка.
334074,89096,A group of zebras hidden among the trees on a hillside,Группа зебр спряталась среди деревьев на склоне холма.
393557,706887,color photo of three zebra standing in all directions,"цветное фото трех зебр, стоящих во все стороны"
141219,187929,Zebras eat from a trough set up in their zoo enclosure,"Зебры едят из корыта, установленного в их вольере зоопарка."
92771,636833,Two zebras in the zoo by some trees.,Две зебры в зоопарке у деревьев.
375573,708264,Two zebras stand near each other in the tall grass.,Две зебры стоят рядом друг с другом в высокой траве.
187434,549861,A couple of zebra standing on top of a lush green field.,Пара зебр стоят на пышном зеленом поле.
463787,317576,Four black and white zebras standing next to each other.,Четыре черно-белые зебры стоят рядом друг с другом.
371243,724395,a couple of zebras that are walking down a field,"пара зебр, которые идут по полю"
85285,799558,a close up of a zebra walking on a dirt ground,"крупный план зебры, идущей по грязной земле"
569070,579552,some zebras standing around a tree in a cage,несколько зебр стоят вокруг дерева в клетке
19890,325727,Two pretty zebras grazing together near a metal structure.,Две симпатичные зебры пасутся вместе возле металлической конструкции.
291038,644166,"A pair of zebras standing in pen, in the grass.","Пара зебр стоит в загоне, в траве."
552902,697465,a zebra grazes on some green grass next to some trees,зебра пасется на зеленой траве рядом с деревьями
63381,319594,a single zebra standing by some rocks while eating some grass,одинокая зебра стоит у камней и ест траву
105670,340761,Looking at the back end of a zebra while it's walking.,"Вид на заднюю часть зебры, когда она идет."
512468,583425,a zebra and some other animals on a trail,зебра и некоторые другие животные на тропе
42534,483345,"""Head shot"" of a zebra against a stark background.",«Портретный снимок» зебры на резком фоне.
520727,35053,A zebra and a giraffe foraging together by some trees.,Зебра и жираф вместе кормятся у деревьев.
62020,10373,Giraffes standing next to zebras on a lush green field.,Жирафы стоят рядом с зебрами на пышном зеленом поле.
160199,124030,A giraffe standing in front of a stone building.,Жираф стоит перед каменным зданием.
374486,544678,Two giraffes that are standing together in a field.,Два жирафа стоят вместе в поле.
505733,553151,Ostriches and giraffes out in the grass,Страусы и жирафы в траве
352576,406866,A giraffe is standing outside in the woods.,Жираф стоит снаружи в лесу.
92109,751780,"A giraffe's head is pictured in this clear, colorful photo.",На этой четкой красочной фотографии изображена голова жирафа.
558927,496708,Two giraffes are munching on leaves in a grassy field.,Два жирафа жуют листья в травянистом поле.
110258,333198,Two giraffe standing next to each other behind a wire fence.,Два жирафа стоят рядом друг с другом за проволочным забором.
80974,68669,Giraffes eating foliage in a wooded zoo setting,Жирафы едят листву в лесном зоопарке
432529,461052,there are two giraffes standing very close to each other,два жирафа стоят очень близко друг к другу
393282,532995,Two giraffes standing around in the middle of a field.,Два жирафа стоят посреди поля.
289393,8242,Set of toy animals sitting in front of a red wooden wagon.,"Набор игрушечных животных, сидящих перед красным деревянным фургоном."
107511,338115,A group of giraffe standing next to each other.,Группа жирафов стоит рядом друг с другом.
580693,562006,Giraffes sitting in a dry grassy field during the day,Жирафы сидят на сухом травяном поле днем
235522,35094,Three giraffe eating greens in a field next to lots of trees.,Три жирафа едят зелень в поле рядом с большим количеством деревьев.
456756,664610,A giraffe leaning up to a tree to chew on a branch.,"Жираф прислоняется к дереву, чтобы погрызть ветку."
239194,527074,A group of zebras next to each other with two giraffes in the distance.,Группа зебр рядом друг с другом с двумя жирафами на расстоянии.
442143,595811,Two tall giraffes eating while in a zoo.,Два высоких жирафа едят в зоопарке.
426629,128153,A giraffe stands in a field as birds perch on its neck.,"Жираф стоит в поле, а птицы садятся ему на шею."
116289,317074,Two giraffe standing next to each other around a tree.,Два жирафа стоят рядом друг с другом вокруг дерева.
458467,604233,A giraffe walking through tall grass between trees.,Жираф идет по высокой траве между деревьями.
15085,492667,A giraffe drinking water from a  river on a beach.,Жираф пьет воду из реки на пляже.
401820,204891,a giraffe is standing on some grass and some trees,жираф стоит на траве и деревьях
459757,12332,A giraffe standing by a pair of skinny trees.,Жираф стоит у пары тощих деревьев.
102654,400794,Two giraffes are looking at each other in a wooden room.,Два жирафа смотрят друг на друга в деревянной комнате.
28508,731627,One of the three giraffe is eating from a tree.,Один из трех жирафов ест с дерева.
165336,218690,Two giraffe standing next to each other on a field.,Два жирафа стоят рядом друг с другом на поле.
442894,50409,Two giraffe in front of a painting of the outdoors at a zoo.,Два жирафа перед картиной на открытом воздухе в зоопарке.
150726,295752,Pair of giraffes walking on grassy area in enclosure.,Пара жирафов гуляет по травянистой местности в вольере.
453104,458603,Large giraffe sticking its neck out in an open field.,Большой жираф высовывает шею в открытом поле.
316396,609161,A group of giraffe standing next to a tree.,Группа жирафов стоит рядом с деревом.
118401,451415,A giraffe and several elephants at the water's edge.,Жираф и несколько слонов у кромки воды.
217614,420208,A giraffe is walking in some tall grass,Жираф гуляет по высокой траве
8583,703335,a computer on a desk with many things stacked around it,"компьютер на столе, вокруг которого сложено множество вещей"
155546,637366,The living room has a leather couch near a dining table.,В гостиной возле обеденного стола стоит кожаный диван.
99317,190713,A tray holding various boxes and bubble wrap.,Поднос с различными коробками и пузырчатой ​​пленкой.
519598,409731,A clock reads almost 3 o clock above a dining room table,Часы показывают почти 3 часа над обеденным столом.
534121,580039,A couch and a chair in a small room.,Диван и стул в маленькой комнате.
347650,705437,A dog is laying in a chair in front of a book shelf.,Собака лежит в кресле перед книжной полкой.
389315,147111,Altered photograph of a case full of paperback novels,"Измененная фотография ящика, полного романов в мягкой обложке."
26768,354814,Two cats are sitting on a laptop computer.,Два кота сидят за ноутбуком.
388795,124784,Two desks rigged to look like the drivers seats of race cars are at the foot of a bed.,"Два стола, сделанные так, чтобы они выглядели так, будто сиденья водителя гоночного автомобиля стоят у изножья кровати."
248919,379000,Lots of fruit sits on bowls on the counter of this kitchen.,На этой кухне в тарелках на прилавке лежит много фруктов.
529568,324696,A big fancy glass chandelier hanging in a small kitchen.,На маленькой кухне висит большая стеклянная люстра.
281609,266417,A table and floor topped with bear themed items.,Стол и пол украшены предметами на медвежью тематику.
395644,392656,Five cats are sleeping on a bed with a red bedspread.,Пять кошек спят на кровати с красным покрывалом.
284375,226746,An open laptop computer sitting on a wooden desk.,"Открытый ноутбук, стоящий на деревянном столе."
82258,450055,Several books are stacked on a table.,Несколько книг сложены на столе.
20912,812081,A collection of several items that are placed near each other.,"Набор из нескольких предметов, расположенных рядом друг с другом."
124185,497875,"various items from a woman's purse, including change, wallet, planner, music-player, knitting project, and more","различные предметы из женской сумочки, в том числе мелочь, кошелек, планировщик, музыкальный проигрыватель, проект по вязанию и многое другое"
454907,196066,"A kitchen that includes a stove, ovens and refrigerator.","Кухня с плитой, духовкой и холодильником."
488563,528155,A cat is laying on a laptop on a bed,Кот лежит на ноутбуке на кровати
19589,382858,A living room display at an Ikea store,Витрина в гостиной в магазине Ikea
314935,416073,Two laptop computers are on a brown desk.,Два ноутбука стоят на коричневом столе.
371822,13432,A table full of pizzas delivered by Dominoes.,"Стол, полный пиццы, доставленной Dominoes."
441225,413970,A bathroom with a tub and his and her sinks.,Ванная комната с ванной и его и ее раковинами.
436470,123258,a living room with couches chairs and a table,"гостиная с диванами, стульями и столом"
567657,84895,A computer desk with a laptop computer and a desktop computer.,Компьютерный стол с ноутбуком и настольным компьютером.
291981,540443,A kitchen with an oven door open and stuff piled on it,Кухня с открытой дверцей духовки и грудой вещей на ней
47597,168925,A clock sits on top of some books.,Часы стоят поверх некоторых книг.
432150,717920,The kitchen sits empty and unused during the day.,Кухня пустует и не используется в течение дня.
516408,757294,A cat standing on two legs near a tv.,Кот стоит на двух лапах возле телевизора.
233528,563668,A desktop computer sitting on top of a desk.,"Настольный компьютер, стоящий на столе."
468541,338514,A brown and white dog wearing a neck tie.,Коричнево-белая собака с галстуком на шее.
325587,451815,A dog walking toward the camera behind a pair of shoes near a couch.,Собака идет к камере за парой обуви возле дивана.
506095,469411,A cat is staring at a laptop computer.,Кошка смотрит на портативный компьютер.
90753,621001,A vase filled with white flowers on top of a table.,Ваза с белыми цветами на столе.
108923,99793,A cat watching a television show about migrating geese.,Кошка смотрит телепередачу о мигрирующих гусях.
94317,651931,Ornate cabinet displayed next to kitchen sink in residence.,"Богато украшенный шкаф, выставленный рядом с кухонной раковиной в резиденции."
509260,706593,A old television set is displaying an old computer game in front of two bookshelves.,Старый телевизор показывает старую компьютерную игру перед двумя книжными полками.
205863,3306,A computer component and a power strip sit on a desk.,Компонент компьютера и удлинитель находятся на столе.
80045,479228,A large outdoor clock with two faces and various designs and numbers on the faces.,Большие уличные часы с двумя циферблатами и различными рисунками и цифрами на циферблатах.
414676,734871,A very tall brick clock tower with a clock on each of it's sides.,Очень высокая кирпичная башня с часами с часами по бокам.
140294,548166,Two large red blanket covered beds in a  bedroom.,Две большие кровати с красным покрывалом в спальне.
242615,48728,Two neatly made beds with matching walls in a room.,Две аккуратно заправленные кровати с соответствующими стенами в комнате.
418757,376905,A building with a clock on the front and other buildings in front of it.,Здание с часами на фасаде и другие здания перед ним.
216369,379346,A clock with a brick and glass building behind it.,Часы со зданием из кирпича и стекла за ними.
243189,37516,A large clock on top of the face of a building with statue adorned on top of it.,"Большие часы на фасаде здания со статуей, украшенной сверху."
294305,763236,Two clocks on top of a tower at night time.,Двое часов на вершине башни в ночное время.
531415,636375,A clock sitting on top of a wooden desk.,Часы на деревянном столе.
163798,628207,A clock tower sitting beside a large building.,Башня с часами рядом с большим зданием.
400922,108960,A sign hanging of the side of a building on top of a clock.,"Вывеска, висящая на стене здания поверх часов."
404388,329759,There are a bunch of wrenches hanging on a wall,На стене висит куча гаечных ключей
46603,16794,A photo of a building with a clock tower on top.,На фото здание с часовой башней наверху.
181747,434672,Sandwich triangles on a plate next to a mug.,Сэндвич-треугольники на тарелке рядом с кружкой.
169273,88853,A clock on an old stone building next to a window,Часы на старом каменном здании рядом с окном
245534,332870,A clock reads twelve o'clock on the side of a building.,Часы показывают двенадцать часов на стене здания.
254834,803937,A view of the Union Station's awning and clock.,Вид на навес и часы Union Station.
413497,376354,A large clock mounted on the wall of a stone building,"Большие часы, установленные на стене каменного здания"
494085,25070,A kitchen counter with a clock and notepad on it.,Кухонный прилавок с часами и блокнотом на нем.
544306,719555,The Big Ben clock tower towering over the city of London.,Башня с часами Биг Бен возвышается над Лондоном.
334073,601195,A tall maroon clock in the middle of park.,Высокие темно-бордовые часы посреди парка.
169872,610298,a desk with a laptop and extra keyboard on it,стол с ноутбуком и дополнительной клавиатурой на нем
577821,570176,An old clock tower with roman numerals and bells.,Старая башня с часами с римскими цифрами и колоколами.
414340,122609,A large clock tower next to a small white church.,Большая башня с часами рядом с маленькой белой церковью.
105455,97045,A colorful clock tower along a street and near apartments.,Красочная башня с часами вдоль улицы и возле квартир.
271117,637821,"The desk has a potted plant near a remote, books, and a cell phone.","На столе стоит растение в горшке рядом с пультом, книгами и мобильным телефоном."
414663,770474,A clock with street lights on the sidewalk near a white building.,Часы с уличными фонарями на тротуаре возле белого здания.
224622,296020,A clock tower in an open space with decorative plaques under the clock.,Башня с часами на открытом пространстве с декоративными табличками под часами.
3084,666732,a blue clock face with gold numbers set in a brick building,синий циферблат с золотыми цифрами в кирпичном здании
184762,312771,A gold clock with ornate iron hands keeps time on a large clock with roman numerals.,Золотые часы с изящными железными стрелками показывают время на больших часах с римскими цифрами.
268433,600951,a big clock on a pole and very tall buildings lite up in the night,большие часы на столбе и очень высокие здания освещаются ночью
133195,520477,a very tall building with a city clock on it,очень высокое здание с городскими часами на нем
547227,170493,A clock sitting on the side of a sidewalk next to stores.,Часы стоят на обочине тротуара рядом с магазинами.
521181,84714,A large bed covered in a comforter in a bedroom.,"В спальне большая кровать, покрытая одеялом."
